timestamp,open,high,low,close,volume,rsi,ema20,ema50,macd,macd_signal,bb_high,bb_low
2026-02-27 15:15:00,1949.9,1957.95,1943.46,1949.99,70867.581,33.270212175236026,1964.4927653598036,1988.8020479008437,-15.736589022539192,-16.75101514662857,1984.7405945905223,1936.1204054094776
2026-02-27 15:30:00,1949.98,1950.58,1940.66,1947.09,45316.847,31.869047316384865,1962.8353591350603,1987.166281316497,-15.226913093040594,-16.446194735910975,1978.4073012442966,1937.9746987557035
2026-02-27 15:45:00,1947.08,1952.61,1943.87,1947.39,45435.976,32.18721290067819,1961.3643725507688,1985.6064271472228,-14.630136645792163,-16.082983117887213,1974.7460514367208,1938.4149485632793
2026-02-27 16:00:00,1947.39,1947.75,1926.0,1935.32,191327.417,26.77049893415267,1958.8839561173622,1983.6344103963515,-14.958700550132562,-15.858126604336285,1971.0115909693418,1937.5744090306584
2026-02-27 16:15:00,1935.31,1944.44,1934.61,1941.28,56314.805,32.78554407441442,1957.2073888680898,1981.9734531259064,-14.57021129512691,-15.60054354249441,1967.8186255857959,1937.5443744142044
2026-02-27 16:30:00,1941.28,1943.24,1929.01,1933.06,51663.051,29.220603914419243,1954.9076375473192,1980.055278493518,-14.755523573454639,-15.431539548686457,1968.8562102911867,1934.2527897088137
2026-02-27 16:45:00,1933.06,1934.74,1923.1,1926.01,118617.47,26.553758550884808,1952.1554815904315,1977.9358558074978,-15.294950303500855,-15.404221699649337,1969.8329448669192,1929.798055133081
2026-02-27 17:00:00,1926.0,1932.72,1920.0,1923.59,65237.824,25.68712581140892,1949.4349595341998,1975.8046457758312,-15.736325088540298,-15.47064237742753,1970.4941034242706,1925.5238965757294
2026-02-27 17:15:00,1923.59,1926.24,1909.66,1911.64,129658.506,21.888233180787907,1945.8354395785618,1973.2883851571712,-16.85607655729109,-15.747729213400245,1972.1607556766483,1918.883244323352
2026-02-27 17:30:00,1911.64,1924.11,1906.0,1921.14,137342.975,30.666791308201553,1943.483492952032,1971.2433504451253,-16.783447918195407,-15.954872954359278,1972.0751013774773,1915.5658986225224
2026-02-27 17:45:00,1921.13,1933.71,1916.51,1930.99,85610.908,38.397232168590435,1942.29363648041,1969.6647876825714,-15.749525788781966,-15.913803521243816,1970.3390626130295,1914.5239373869708
2026-02-27 18:00:00,1930.99,1931.98,1922.22,1923.69,47964.202,35.25953612588188,1940.5218615775138,1967.8618548322745,-15.342327245351953,-15.799508266065445,1968.5996334215988,1912.7183665784014
2026-02-27 18:15:00,1923.68,1926.42,1916.39,1924.08,46666.366,35.56248973615172,1938.955969998703,1966.144919348656,-14.817344600267688,-15.603075532905894,1966.477897923438,1911.3821020765618
2026-02-27 18:30:00,1924.09,1928.49,1921.35,1924.17,27738.14,35.63734061287293,1937.547782379779,1964.4988440800814,-14.229995295996332,-15.328459485523982,1964.9281775455606,1910.0308224544392
2026-02-27 18:45:00,1924.17,1924.86,1914.61,1917.03,43661.839,32.419902312420064,1935.593707867419,1962.6373207828235,-14.177228800672765,-15.09821334855374,1961.6139137955795,1908.8440862044201
2026-02-27 19:00:00,1917.02,1921.49,1910.92,1916.87,43376.584,32.349420364688356,1933.8104975943313,1960.8425238893797,-13.987087201194981,-14.87598811908199,1957.912991230895,1908.1930087691048
2026-02-27 19:15:00,1916.86,1921.9,1914.34,1918.69,26509.387,34.10434733218581,1932.370450204395,1959.189483736855,-13.533533672245994,-14.607497229714792,1955.7396934720302,1907.19630652797
2026-02-27 19:30:00,1918.69,1920.62,1913.4,1915.15,19540.358,32.34669107734858,1930.7304073277858,1957.462445158939,-13.306350324240157,-14.347267848619865,1954.314545023562,1905.5844549764383
2026-02-27 19:45:00,1915.15,1922.5,1915.14,1920.02,27866.986,37.14588500713539,1929.7103685346633,1955.9941139762357,-12.588228324244255,-13.995459943744743,1952.937607416976,1904.772392583024
2026-02-27 20:00:00,1920.02,1925.88,1919.23,1924.71,30140.186,41.45324020239963,1929.2341429599335,1954.7672859771676,-11.508010480096573,-13.497970051015109,1949.6971836236562,1905.4938163763436
2026-02-27 20:15:00,1924.71,1925.56,1922.63,1923.01,16756.765,40.37322183700947,1928.6413674399398,1953.5219022133572,-10.666153075364491,-12.931606655884986,1945.870664975871,1906.622335024129
2026-02-27 20:30:00,1923.01,1923.73,1919.7,1921.83,19234.54,39.601950828012065,1927.9926657789931,1952.2790825187158,-9.979157637749722,-12.341116852257933,1942.1805337849357,1907.7864662150648
2026-02-27 20:45:00,1921.84,1924.51,1919.28,1922.12,25662.74,39.90579218537951,1927.4333642762317,1951.0963734003349,-9.304056851723772,-11.733704852151101,1937.5251410713622,1909.9148589286378
2026-02-27 21:00:00,1922.11,1932.85,1918.81,1926.33,68920.67,44.28751861809152,1927.3282819642097,1950.12514307091,-8.333262140715078,-11.053616309863896,1936.0854966445652,1910.455503355435
2026-02-27 21:15:00,1926.33,1932.0,1926.11,1929.56,19447.316,47.4531781802924,1927.540826539047,1949.318666872051,-7.220038225928192,-10.286900693076756,1932.9749664131523,1912.3940335868474
2026-02-27 21:30:00,1929.55,1929.62,1923.29,1925.29,18355.328,43.90174592530016,1927.3264621067567,1948.376366210402,-6.606201389831085,-9.550760832427622,1931.52191437204,1913.0700856279595
2026-02-27 21:45:00,1925.28,1925.9,1915.81,1920.31,25858.266,40.12959422814502,1926.658227620399,1947.2757243982294,-6.447255704685631,-8.930059806879225,1931.1116964568773,1912.9103035431226
2026-02-27 22:00:00,1920.31,1921.83,1916.11,1918.24,18907.108,38.643291896513446,1925.8564916565515,1946.1370685394754,-6.4143808151306985,-8.42692400852952,1930.956636870807,1912.5303631291931
2026-02-27 22:15:00,1918.25,1921.32,1910.1,1912.53,39927.196,34.81298080946539,1924.5873019749752,1944.8191442830255,-6.771024353911116,-8.09574407760584,1930.8121644488685,1912.7638355511315
2026-02-27 22:30:00,1912.52,1921.9,1885.0,1920.43,236161.207,43.201283953251306,1924.191368453549,1943.8627072523186,-6.343083828979388,-7.74521202788055,1930.7921545841211,1912.712845415879
2026-02-27 22:45:00,1920.43,1926.17,1916.2,1920.1,44415.135,42.952642000049714,1923.8017143151158,1942.9308363796786,-5.961841721651126,-7.388537966634665,1929.2085814788816,1913.2074185211181
2026-02-27 23:00:00,1920.11,1927.76,1918.67,1921.97,34955.508,44.888322757378525,1923.6272653327237,1942.1088427961618,-5.4460327575432075,-7.000036924816373,1929.0506684884806,1913.1933315115195
