timestamp,open,high,low,close,volume
2026-02-27 03:00:00,2025.17,2026.42,2019.24,2020.80,26199.805
2026-02-27 03:15:00,2020.80,2023.76,2018.31,2019.58,14590.558
2026-02-27 03:30:00,2019.58,2030.00,2019.58,2029.29,29884.606
2026-02-27 03:45:00,2029.28,2048.91,2026.93,2044.48,90415.064
2026-02-27 04:00:00,2044.48,2058.44,2042.04,2051.87,118975.315
2026-02-27 04:15:00,2051.87,2063.71,2051.25,2055.68,89461.474
2026-02-27 04:30:00,2055.68,2056.50,2044.35,2046.37,54287.210
2026-02-27 04:45:00,2046.36,2049.64,2036.09,2041.80,46104.788
2026-02-27 05:00:00,2041.79,2048.10,2040.99,2045.28,32442.404
2026-02-27 05:15:00,2045.28,2048.23,2037.62,2043.51,35215.633
2026-02-27 05:30:00,2043.52,2046.45,2042.60,2044.85,11801.182
2026-02-27 05:45:00,2044.84,2045.41,2039.23,2040.68,13646.989
2026-02-27 06:00:00,2040.68,2041.89,2034.36,2036.51,25886.538
2026-02-27 06:15:00,2036.52,2038.28,2027.19,2031.67,54196.531
2026-02-27 06:30:00,2031.66,2039.12,2030.69,2036.16,27797.329
2026-02-27 06:45:00,2036.16,2038.71,2033.08,2034.91,17661.178
2026-02-27 07:00:00,2034.91,2040.83,2032.33,2036.35,21657.887
2026-02-27 07:15:00,2036.35,2036.35,2028.45,2030.17,27399.587
2026-02-27 07:30:00,2030.16,2031.86,2021.00,2023.91,51588.900
2026-02-27 07:45:00,2023.91,2032.87,2022.11,2031.54,44285.848
2026-02-27 08:00:00,2031.54,2045.59,2030.16,2037.74,65416.324
2026-02-27 08:15:00,2037.74,2039.90,2032.85,2036.29,34827.657
2026-02-27 08:30:00,2036.29,2040.68,2027.16,2032.84,39022.015
2026-02-27 08:45:00,2032.84,2035.41,2029.08,2032.63,20944.171
2026-02-27 09:00:00,2032.63,2035.93,2031.01,2035.27,27286.041
2026-02-27 09:15:00,2035.28,2041.56,2030.40,2036.78,31890.329
2026-02-27 09:30:00,2036.78,2037.77,2016.59,2018.83,66198.980
2026-02-27 09:45:00,2018.83,2018.83,2006.88,2008.80,101619.038
2026-02-27 10:00:00,2008.81,2012.80,1983.00,1985.52,200704.007
2026-02-27 10:15:00,1985.52,1996.53,1984.50,1990.39,107798.642
2026-02-27 10:30:00,1990.40,1998.44,1989.83,1991.88,48592.152
2026-02-27 10:45:00,1991.88,1992.41,1977.29,1979.60,122851.830
2026-02-27 11:00:00,1979.59,1983.04,1978.49,1981.07,44755.608
2026-02-27 11:15:00,1981.07,1981.08,1965.42,1973.51,149874.346
2026-02-27 11:30:00,1973.52,1974.03,1953.74,1955.60,148894.110
2026-02-27 11:45:00,1955.60,1964.74,1951.48,1960.79,94243.397
2026-02-27 12:00:00,1960.79,1964.28,1955.23,1959.72,62778.983
2026-02-27 12:15:00,1959.72,1968.00,1954.10,1961.38,71426.877
2026-02-27 12:30:00,1961.38,1964.15,1955.00,1955.17,48097.131
2026-02-27 12:45:00,1955.16,1959.92,1945.75,1958.77,104057.341
2026-02-27 13:00:00,1958.77,1966.60,1955.69,1959.14,71593.137
2026-02-27 13:15:00,1959.15,1961.82,1953.91,1958.66,39353.387
2026-02-27 13:30:00,1958.66,1958.66,1936.00,1953.18,186046.539
2026-02-27 13:45:00,1953.19,1965.00,1951.80,1962.04,97527.717
2026-02-27 14:00:00,1962.03,1963.24,1954.55,1960.39,42905.051
2026-02-27 14:15:00,1960.39,1960.39,1945.31,1950.39,76205.285
2026-02-27 14:30:00,1950.39,1957.99,1943.61,1945.52,118391.375
2026-02-27 14:45:00,1945.52,1950.15,1938.69,1941.91,126010.958
2026-02-27 15:00:00,1941.90,1958.00,1939.43,1949.90,132880.426
2026-02-27 15:15:00,1949.90,1957.95,1943.46,1949.99,70867.581
2026-02-27 15:30:00,1949.98,1950.58,1940.66,1947.09,45316.847
2026-02-27 15:45:00,1947.08,1952.61,1943.87,1947.39,45435.976
2026-02-27 16:00:00,1947.39,1947.75,1926.00,1935.32,191327.417
2026-02-27 16:15:00,1935.31,1944.44,1934.61,1941.28,56314.805
2026-02-27 16:30:00,1941.28,1943.24,1929.01,1933.06,51663.051
2026-02-27 16:45:00,1933.06,1934.74,1923.10,1926.01,118617.470
2026-02-27 17:00:00,1926.00,1932.72,1920.00,1923.59,65237.824
2026-02-27 17:15:00,1923.59,1926.24,1909.66,1911.64,129658.506
2026-02-27 17:30:00,1911.64,1924.11,1906.00,1921.14,137342.975
2026-02-27 17:45:00,1921.13,1933.71,1916.51,1930.99,85610.908
2026-02-27 18:00:00,1930.99,1931.98,1922.22,1923.69,47964.202
2026-02-27 18:15:00,1923.68,1926.42,1916.39,1924.08,46666.366
2026-02-27 18:30:00,1924.09,1928.49,1921.35,1924.17,27738.140
2026-02-27 18:45:00,1924.17,1924.86,1914.61,1917.03,43661.839
2026-02-27 19:00:00,1917.02,1921.49,1910.92,1916.87,43376.584
2026-02-27 19:15:00,1916.86,1921.90,1914.34,1918.69,26509.387
2026-02-27 19:30:00,1918.69,1920.62,1913.40,1915.15,19540.358
2026-02-27 19:45:00,1915.15,1922.50,1915.14,1920.02,27866.986
2026-02-27 20:00:00,1920.02,1925.88,1919.23,1924.71,30140.186
2026-02-27 20:15:00,1924.71,1925.56,1922.63,1923.01,16756.765
2026-02-27 20:30:00,1923.01,1923.73,1919.70,1921.83,19234.540
2026-02-27 20:45:00,1921.84,1924.51,1919.28,1922.12,25662.740
2026-02-27 21:00:00,1922.11,1932.85,1918.81,1926.33,68920.670
2026-02-27 21:15:00,1926.33,1932.00,1926.11,1929.56,19447.316
2026-02-27 21:30:00,1929.55,1929.62,1923.29,1925.29,18355.328
2026-02-27 21:45:00,1925.28,1925.90,1915.81,1920.31,25858.266
2026-02-27 22:00:00,1920.31,1921.83,1916.11,1918.24,18907.108
2026-02-27 22:15:00,1918.25,1921.32,1910.10,1912.53,39927.196
2026-02-27 22:30:00,1912.52,1921.90,1885.00,1920.43,236161.207
2026-02-27 22:45:00,1920.43,1926.17,1916.20,1920.10,44415.135
2026-02-27 23:00:00,1920.11,1927.76,1918.67,1921.97,34955.508
2026-02-27 23:15:00,1921.97,1932.12,1921.56,1929.34,36479.987
2026-02-27 23:30:00,1929.35,1930.39,1926.84,1927.17,15067.526
2026-02-27 23:45:00,1927.16,1931.63,1926.85,1928.50,20966.596
2026-02-28 00:00:00,1928.51,1937.37,1927.52,1935.40,32555.203
2026-02-28 00:15:00,1935.39,1935.99,1923.17,1925.33,33766.244
2026-02-28 00:30:00,1925.33,1932.56,1923.79,1931.91,15918.526
2026-02-28 00:45:00,1931.92,1933.41,1929.58,1931.21,13761.976
2026-02-28 01:00:00,1931.21,1935.23,1929.00,1929.94,13013.959
2026-02-28 01:15:00,1929.95,1932.62,1923.41,1924.46,39854.387
2026-02-28 01:30:00,1924.47,1926.78,1916.77,1924.73,29262.116
2026-02-28 01:45:00,1924.72,1927.95,1923.21,1923.38,10663.865
2026-02-28 02:00:00,1923.38,1927.63,1921.03,1925.60,13155.236
2026-02-28 02:15:00,1925.59,1929.42,1925.59,1928.65,10431.437
2026-02-28 02:30:00,1928.65,1929.56,1926.48,1928.16,9230.832
2026-02-28 02:45:00,1928.17,1931.51,1928.16,1929.14,16231.973
2026-02-28 03:00:00,1929.15,1929.59,1925.60,1927.00,8871.713
2026-02-28 03:15:00,1927.01,1930.20,1926.58,1927.92,7571.907
2026-02-28 03:30:00,1927.91,1928.11,1919.19,1921.96,37902.818
